msg, files, lines, committer_date, 'modified_files'
"Add bin packing with limited lookback.

This will be used for merging manifest files and for planning splits.

The bin packing algorithm uses two settings, a target size and the
number of bins to consider. When a new bin is added that exceeds the bin
look-back size, the oldest bin is released and removed from
consideration.",2,336,2018-02-20 13:11:50-08:00,"['BinPacking.java', 'TestBinPacking.java']"
"Add manifest target size when merging.

This adds a default target size of 8MB and updates the merge algorithm
to pack existing manifests up to the target size. Manifests are packed
oldest to newest to avoid churn, and manifests use a lookback of 1 to
avoid reordering.",3,120,2018-02-20 13:11:54-08:00,"['MergeAppend.java', 'TableMetadata.java', 'TableProperties.java']"
"Update merge append new file tracking.

This uses an in-memory ManifestReader so that the new manifest entries
are packed into output manifests like existing manifests. This also
simplifies the merge logic.",4,170,2018-02-20 13:11:59-08:00,"['ManifestReader.java', 'ManifestWriter.java', 'MergeAppend.java', 'TestMergeAppend.java']"
Ensure manifest files are closed after reading.,10,315,2018-02-20 13:12:03-08:00,"['TableScan.java', 'ClosingIterable.java', 'AvroIterable.java', 'BaseSnapshot.java', 'BaseTableScan.java', 'ManifestReader.java', 'MergeAppend.java', 'StreamingDelete.java', 'ParquetIterable.java', 'Reader.java']"
Add initial travis ci build (#14),1,12,2018-03-12 12:13:43-07:00,['.travis.yml']
"Initial pass at adding ORC to Iceberg.

Known problems:
* Doesn't do schema evolution.
* Doesn't include column size metrics.
* Doesn't properly handle timestamp with timezone.
* Doesn't do the schema mangling for partitions.

This commit includes the following squashed commits:
5a6620f Initial pass at adding ORC to Iceberg.
836e938 fixing review comments
38fb65e Removing Hadoop's Configuration from the ORC API.
79190c3 Replacing the List<Integer> with a ColumnIdMap.
2900c25 Fix race issue on reading small decimals.
e48710d Update helpers and random data.",22,3007,2018-03-13 15:44:55-07:00,"['.gitignore', 'FileFormat.java', 'UpdateProperties.java', 'build.gradle', 'PropertiesUpdate.java', 'ColumnIdMap.java', 'ORC.java', 'OrcFileAppender.java', 'OrcIterator.java', 'TypeConversion.java', 'settings.gradle', 'SparkOrcReader.java', 'SparkOrcWriter.java', 'Reader.java', 'Writer.java', 'RandomData.java', 'TestHelpers.java', 'SimpleRecord.java', 'TestDataFrameWrites.java', 'TestOrcScan.java', 'TestOrcWrite.java', 'TestParquetWrite.java']"
"Update Spark version to the 2.3.0 release.

Closes #16.",6,108,2018-03-13 17:30:05-07:00,"['build.gradle', 'IcebergSource.java', 'Reader.java', 'Writer.java', 'TestFilteredScan.java', 'TestIcebergSource.java']"
"Add write.manifest.min-count-to-merge to avoid manifest rewrites.

This is a configurable property for merge appends that helps to avoid
rewriting manifest files before they hit the target size.

This implements #24.",4,150,2018-03-16 10:22:16-07:00,"['MergeAppend.java', 'TableProperties.java', 'TestMergeAppend.java', 'TestHadoopCommits.java']"
Use InputFile.location instead of InputFile.toString.,1,2,2018-03-16 10:24:43-07:00,['ManifestReader.java']
Default manifest target size to 4MB.,1,2,2018-03-16 10:25:39-07:00,['TableProperties.java']
"Fix missing manifests when refresh fails.

After committing, table metadata is immediately refreshed by
TableOperations in the commit method. When this refresh failed because
of eventual consistency in the underlying file system, the failure
handler in SnapshotUpdate was removing all of the manifests, which were
assumed to be uncommitted.

This updates the cleanup logic and removes the failure handler that
removes all manifests. Instead, the update now tracks the latest
snapshot id for which a commit was attmpted. If the commit is known to
be successful because the latest metadata has the snapshot, the snapshot
is used to clean up. Otherwise, no cleanup is attempted in case the
commit succeeded, but the metadata can't be read.",1,35,2018-03-22 09:51:14-07:00,['SnapshotUpdate.java']
Add retry logic to refresh in metastore table operations.,1,15,2018-03-22 09:51:35-07:00,['BaseMetastoreTableOperations.java']
"Use isEmpty to check items in ParallelIterable, not size.

Size is an O(n) operation.",1,4,2018-04-05 17:26:06-07:00,['ParallelIterable.java']
"Implement TableScan.planTasks and add a CombinedScanTask implementation.

TableScan.planTasks returns a CombinedScanTask with one FileScanTask for
each file. This should be extended with bin packing and splitting.",3,46,2018-04-05 17:26:13-07:00,"['TableScan.java', 'BaseCombinedScanTask.java', 'BaseTableScan.java']"
Spark: Support CombinedScanTask.,2,185,2018-04-05 17:26:17-07:00,"['SparkOrcReader.java', 'Reader.java']"
Update bin packing to be lazy using an iterable.,1,107,2018-04-05 17:26:21-07:00,['BinPacking.java']
Add simple split combining by packing whole file splits.,3,19,2018-04-05 17:26:24-07:00,"['BaseTableScan.java', 'TableProperties.java', 'TestFilteredScan.java']"
Spark: Ensure Avro and Parquet files are closed.,1,60,2018-04-05 17:26:33-07:00,['Reader.java']
Close Parquet readers used to get the file schema.,1,4,2018-04-05 17:26:39-07:00,['Parquet.java']
"Do not suppress delete-only manifests.

Manifests are used to clean up data files, so they must be present even
if there are no live data files.",1,7,2018-04-05 17:27:01-07:00,['StreamingDelete.java']
"Spark: Add attempt number to file names.

This fixes the case where two attempts ask to commit at the same time.
One succeeds and adds the file to the table (if the write succeeds), but
the other aborts and deletes its data file. If both tasks are using the
same file name, the abort deletes the file that gets committed.",1,2,2018-04-06 13:04:25-07:00,['Writer.java']
"Rename method to add metadata properties to Avro and Parquet.

This renames the set method to meta to be clear that the properties are
added to the file key-value metadata.",3,8,2018-04-06 13:16:56-07:00,"['Avro.java', 'ManifestWriter.java', 'Parquet.java']"
Use set and setAll to configure Avro and Parquet writes.,3,31,2018-04-06 13:43:41-07:00,"['Avro.java', 'Parquet.java', 'Writer.java']"
"Merge iceberg-avro into iceberg-core.

Avro needs access to TableProperties and to the SchemaParser to add
Iceberg schemas to data files.",20,62,2018-04-06 13:59:09-07:00,"['build.gradle', 'Avro.java', 'AvroCustomOrderSchemaVisitor.java', 'AvroFileAppender.java', 'AvroIO.java', 'AvroIterable.java', 'AvroSchemaUtil.java', 'AvroSchemaVisitor.java', 'BuildAvroProjection.java', 'ProjectionDatumReader.java', 'PruneColumns.java', 'SchemaToType.java', 'TypeToSchema.java', 'UUIDConversion.java', 'AvroTestHelpers.java', 'TestAvroReadProjection.java', 'TestReadProjection.java', 'TestSchemaConversions.java', 'Parquet.java', 'settings.gradle']"
Add table settings for compression and parquet sizes.,3,95,2018-04-09 14:58:31-07:00,"['TableProperties.java', 'Avro.java', 'Parquet.java']"
Pass table properties to Parquet and Avro writers.,3,17,2018-04-09 15:23:21-07:00,"['Avro.java', 'Parquet.java', 'Writer.java']"
SparkAppenderFactory always uses InternalRow.,1,8,2018-04-09 15:41:28-07:00,['Writer.java']
Spark: add support for an object storage layout.,4,91,2018-04-10 09:50:34-07:00,"['BaseTable.java', 'TableProperties.java', 'PartitionKey.java', 'Writer.java']"
Use Parquet Java 1.10.0.,1,2,2018-04-10 17:26:00-07:00,['build.gradle']
Remove unreleased dependencies note from README.,1,8,2018-04-10 17:27:10-07:00,['README.md']
Never remove the current snapshot.,1,10,2018-04-17 18:21:58-07:00,['TableMetadata.java']
Copy manifest entries when caching changes.,2,16,2018-04-17 18:22:04-07:00,"['ManifestEntry.java', 'ManifestReader.java']"
Add docs to SnapshotUpdate.,1,16,2018-04-17 18:22:16-07:00,['SnapshotUpdate.java']
Catch null column names passed to expressions.,3,71,2018-04-18 10:09:52-07:00,"['NamedReference.java', 'TestHelpers.java', 'TestExpressionHelpers.java']"
Add test to verify Iceberg fixes a Spark partition pruning bug.,1,52,2018-04-18 10:10:04-07:00,['TestProjection.java']
Add map key types to the API.,11,107,2018-04-18 10:12:20-07:00,"['AssignFreshIds.java', 'CheckCompatibility.java', 'GetProjectedIds.java', 'IndexById.java', 'IndexByName.java', 'PruneColumns.java', 'ReassignIds.java', 'TypeUtil.java', 'Types.java', 'TestReadabilityChecks.java', 'TestSerializableTypes.java']"
"Fix minor bugs in DynConstructors.

Unchecked newInstance call should not try to unwrap errors, and
additional arguments to a function should be ignored like the behavior
of DynMethods.",1,9,2018-04-18 10:12:20-07:00,['DynConstructors.java']
"Avro: Support non-string map keys.

This updates how maps are stored in Avro. Avro maps require that keys
are always strings. To support non-string keys, this uses a map logical
type that annotates an array of key-value records.

Avro classes now store all maps as arrays. Instead of adding logical
type conversions for maps, which would be slow, this updates Avro to
create a tree of ValueReaders like the Spark integration uses. The
reusable parts of ValueReaders are now in core and manifest files are
read using generic value readers.",22,2033,2018-04-18 10:12:20-07:00,"['SchemaParser.java', 'SchemaUpdate.java', 'Avro.java', 'AvroSchemaUtil.java', 'BuildAvroProjection.java', 'GenericAvroReader.java', 'GenericAvroWriter.java', 'LogicalMap.java', 'PruneColumns.java', 'SchemaToType.java', 'TypeToSchema.java', 'ValueReader.java', 'ValueReaders.java', 'ValueWriter.java', 'ValueWriters.java', 'TestSchemaUpdate.java', 'TestReadProjection.java', 'TestSchemaConversions.java', 'SparkAvroReader.java', 'SparkAvroWriter.java', 'SparkValueReaders.java', 'SparkValueWriters.java']"
"Add object reuse to new Avro readers.

This also adds additional correctness tests based on Spark's random data
testing, and fixes a few bugs caught by the tests.",11,1028,2018-04-18 10:12:20-07:00,"['GenericAvroReader.java', 'GenericAvroWriter.java', 'ValueReader.java', 'ValueReaders.java', 'ValueWriters.java', 'AvroDataTest.java', 'AvroTestHelpers.java', 'RandomAvroData.java', 'TestGenericAvro.java', 'SparkValueReaders.java', 'AvroDataTest.java']"
"Update DataFile to use map types instead of lists for metrics.

DataFile previously used lists of column id and metric pairs. Now that
integer keys are supported, it should use a map from column id to the
metric.

This also updates BuildAvroProjection to detect the case where an array
of pairs is read as a map type. This makes the map changes to DataFile
backward compatible with existing manifests.",4,100,2018-04-18 10:12:20-07:00,"['DataFile.java', 'GenericDataFile.java', 'AvroSchemaUtil.java', 'BuildAvroProjection.java']"
Use regular Avro maps when keys are strings.,5,41,2018-04-18 10:12:20-07:00,"['TypeToSchema.java', 'ValueReaders.java', 'TypeConversion.java', 'MessageTypeToType.java', 'TestReadProjection.java']"
Add TypeUtil.find.,2,90,2018-04-18 10:12:20-07:00,"['FindTypeVisitor.java', 'TypeUtil.java']"
Fix remaining tests with non-string map keys.,21,370,2018-04-18 10:12:20-07:00,"['ReassignIds.java', 'ValueWriters.java', 'RandomAvroData.java', 'TestReadProjection.java', 'TestSchemaConversions.java', 'MessageTypeToType.java', 'TestReadProjection.java', 'FixupTypes.java', 'PruneColumnsWithReordering.java', 'PruneColumnsWithoutReordering.java', 'SparkTypeToType.java', 'TypeToSparkType.java', 'SparkAvroReader.java', 'SparkAvroWriter.java', 'SparkValueReaders.java', 'SparkValueWriters.java', 'RandomData.java', 'TestHelpers.java', 'TestParquetScan.java', 'TestReadProjection.java', 'TestSparkReadProjection.java']"
"Consolidate Tables API implementations (#29)

* Consolidate Tables implementations under Tables api and generify the metastore tables implementation
* Update parameter name and add some docs
* Add Tables api to BaseMetastoreTables implementation",3,58,2018-04-20 13:56:29-07:00,"['Tables.java', 'BaseMetastoreTables.java', 'HadoopTables.java']"
"Add manifest stats filtering (#30)

* Add lower and upper bounds to manifests and MetricsEvaluator to filter.
* Add lower and upper bounds to Parquet metrics.
* Spark: Project manifest columns for stats filtering.
* Update SparkTableUtil to handle lower and upper bounds.
* Use Seq to get around a Spark bug with Arrays of non-primitives.
* Fix bugs in GenericDataFile.
* Copy field ids when creating missing fields in BuildAvroProjection.
* Fix problems with stats.
* Do not add stats for nested columns.
* Update string handling in conversions.
* Fix byte array serialization in SparkTableUtil.
* Fix SerializableByteBufferMap with Kryo.",19,1460,2018-05-02 10:54:44-07:00,"['DataFile.java', 'Metrics.java', 'MetricsEvaluator.java', 'Conversions.java', 'TestHelpers.java', 'TestMetricsEvaluator.java', 'DataFiles.java', 'FilteredManifest.java', 'GenericDataFile.java', 'ManifestReader.java', 'SerializableByteBufferMap.java', 'BuildAvroProjection.java', 'HadoopTableTestBase.java', 'ParquetConversions.java', 'ParquetMetrics.java', 'SparkDataFile.java', 'Reader.java', 'SparkTableUtil.scala', 'TestOrcScan.java']"
Add strict metrics evaluation for safe deletes (#32),7,718,2018-05-10 11:38:23-07:00,"['InclusiveMetricsEvaluator.java', 'StrictMetricsEvaluator.java', 'TestInclusiveMetricsEvaluator.java', 'TestStrictMetricsEvaluator.java', 'FilteredManifest.java', 'StreamingDelete.java', 'ValueWriters.java']"
Fix partition key defensive copies in Spark.,1,3,2018-06-06 13:57:18-07:00,['PartitionKey.java']
Increase default timeout for commits to 10m.,1,2,2018-06-06 13:57:38-07:00,['TableProperties.java']
"Issue-25: Implementation of ReplaceFile action. (#31)

* Issue-25: Implementation of ReplaceFile action.
* Extracting the commonalities in a base class so both overwrite and replace can extend from it.",5,465,2018-06-25 14:39:52-07:00,"['RewriteFiles.java', 'BaseReplaceFiles.java', 'BaseTable.java', 'ReplaceFiles.java', 'TestReplaceFiles.java']"
"Use a consistent classloader for Avro reads. (#34)

Presto's context classloader was changing from when a scan is created to
when its manifests are read. This was causing Iceberg classes to be
unavailable when loaded dynamically because the context classloader was
used.

This fix sets the classloader to use when the Avro read is started using
the read builder.",2,32,2018-06-26 14:21:59-07:00,"['Avro.java', 'GenericAvroReader.java']"
Fixing te javadoc syntax error so the javadoc generation task will go through in gradle.,1,4,2018-06-26 14:41:32-07:00,['StrictMetricsEvaluator.java']
"Move Spark read path to an Iceberg-native Parquet reader (#35)

* Add Parquet value readers.
* Add container reuse to new Parquet readers.
* Clean up naming in ParquetValueReader.
* Fix failing Spark tests for new Parquet readers.
* Minor updates to new parquet read path.
* Add new Parquet write path for Avro.
* Move Spark to new Parquet read path.
* Use generators for new Parquet correctness tests.",42,6247,2018-06-28 15:58:16-07:00,"['Literals.java', 'CloseableGroup.java', 'CloseableIterable.java', 'BaseSnapshot.java', 'BaseTableScan.java', 'ManifestReader.java', 'Avro.java', 'AvroIterable.java', 'ColumnIterator.java', 'ColumnWriter.java', 'PageIterator.java', 'Parquet.java', 'ParquetAvroReader.java', 'ParquetAvroValueReaders.java', 'ParquetAvroWriter.java', 'ParquetIterable.java', 'ParquetMetricsRowGroupFilter.java', 'ParquetReader.java', 'ParquetValueReader.java', 'ParquetValueReaders.java', 'ParquetValueWriter.java', 'ParquetValueWriters.java', 'ParquetWriter.java', 'TripleIterator.java', 'TripleWriter.java', 'TypeWithSchemaVisitor.java', 'TestHelpers.java', 'TestMetricsRowGroupFilter.java', 'SparkParquetReaders.java', 'Reader.java', 'Writer.java', 'CodegenExamples.java', 'RandomData.java', 'TestHelpers.java', 'TestParquetAvroReader.java', 'TestParquetAvroWriter.java', 'TestSparkAvroReader.java', 'TestSparkParquetReader.java', 'TestAvroScan.java', 'TestDataFrameWrites.java', 'TestParquetScan.java', 'TestReadProjection.java']"
